sep=;
TrialId = 0;EndState = Invalid
experiment_start_time;trackingSpace;squareWidth;obstacleType;pathSeedChoice;randomSeed;pathLength;redirector;resetter;reset_count;virtual_way_distance;virtual_distance_between_resets_average;time_elapsed_between_resets_average;sum_injected_translation(IN METERS);sum_injected_rotation_g_r(IN DEGREES);sum_injected_rotation_g_c(IN DEGREES);sum_real_distance_travelled(IN METERS);sum_virtual_distance_travelled(IN METERS);min_g_t;max_g_t;min_g_r;max_g_r;min_g_c;max_g_c;experiment_duration;execute_duration;g_t_average;injected_translation_average;g_r_average;injected_rotation_from_rotation_gain_average;g_c_average;injected_rotation_from_curvature_gain_average;injected_rotation_average;g_t_change_max;g_c_change_max;g_t_change_average;g_c_change_average;real_position_average;virtual_position_average;distance_to_boundary_average;average_sampling_interval;
2025-05-15_11-05-11;Square;4.5;0;VEPath;23;400;S2C;TwoOneTurn;0;75.0645;119.758;50.03274;0;9.43987;914.8837;119.758;119.758;1;1;0.8;0.8;-0.1333333;-0.1333333;50.03274;21.1553536;1;0;0.7999983;0.02138234;0.1333341;2.108027;1.065027;0;0;0;0;(0.00, 0.00);(54.14, 104.09);2.25;0.1150524;
