sep=;
TrialId = 0;EndState = Invalid
experiment_start_time;trackingSpace;trackingSpaceFilePath;pathSeedChoice;randomSeed;pathLength;redirector;resetter;reset_count;virtual_way_distance;virtual_distance_between_resets_average;time_elapsed_between_resets_average;sum_injected_translation(IN METERS);sum_injected_rotation_g_r(IN DEGREES);sum_injected_rotation_g_c(IN DEGREES);sum_real_distance_travelled(IN METERS);sum_virtual_distance_travelled(IN METERS);min_g_t;max_g_t;min_g_r;max_g_r;min_g_c;max_g_c;experiment_duration;execute_duration;g_t_average;injected_translation_average;g_r_average;injected_rotation_from_rotation_gain_average;g_c_average;injected_rotation_from_curvature_gain_average;injected_rotation_average;g_t_change_max;g_c_change_max;g_t_change_average;g_c_change_average;real_position_average;virtual_position_average;distance_to_boundary_average;average_sampling_interval;
2025-05-13_17-21-37;FilePath;Assets/OpenRDW2-master/Assets/TrackingSpaces/single-player-370Jay-12th-floor-corrected.txt;VEPath;23;400;S2C;TwoOneTurn;0;75.0645;103.6242;432.5885;0;1948.446;791.6151;103.6242;103.6242;1;1;0.8;1.49;0.1333333;0.1333333;432.5885;300.4501376;1;0;1.012066;0.09191515;0.1333317;0.208046;0.1901431;0;0;0;0;(0.00, 0.00);(54.14, 104.09);2.249672;0.1136632;
