sep=;
TrialId = 0;EndState = Invalid
experiment_start_time;trackingSpace;obstacleType;pathSeedChoice;waypointsFilePath;redirector;resetter;reset_count;virtual_way_distance;virtual_distance_between_resets_average;time_elapsed_between_resets_average;sum_injected_translation(IN METERS);sum_injected_rotation_g_r(IN DEGREES);sum_injected_rotation_g_c(IN DEGREES);sum_real_distance_travelled(IN METERS);sum_virtual_distance_travelled(IN METERS);min_g_t;max_g_t;min_g_r;max_g_r;min_g_c;max_g_c;experiment_duration;execute_duration;g_t_average;injected_translation_average;g_r_average;injected_rotation_from_rotation_gain_average;g_c_average;injected_rotation_from_curvature_gain_average;injected_rotation_average;g_t_change_max;g_c_change_max;g_t_change_average;g_c_change_average;real_position_average;virtual_position_average;distance_to_boundary_average;average_sampling_interval;
2025-05-12_15-22-33;T_shape;0;FilePath;Assets/OpenRDW2-master/WaypointFiles/00.txt;S2C;TwoOneTurn;0;992.9662;114.0561;50.03274;0;16.6375;871.3248;114.0561;114.0561;1;1;1.184861;1.184861;0.1333333;0.1333333;50.03274;0.0528768;1;0;1.184868;0.03833525;0.1333341;2.007661;1.022998;0;0;0;0;(0.00, 0.00);(54.14, 104.09);3.535525;0.1150524;
