sep=;
TrialId = 0;EndState = Invalid
experiment_start_time;trackingSpace;obstacleType;pathSeedChoice;randomSeed;pathLength;redirector;resetter;reset_count;virtual_way_distance;virtual_distance_between_resets_average;time_elapsed_between_resets_average;sum_injected_translation(IN METERS);sum_injected_rotation_g_r(IN DEGREES);sum_injected_rotation_g_c(IN DEGREES);sum_real_distance_travelled(IN METERS);sum_virtual_distance_travelled(IN METERS);min_g_t;max_g_t;min_g_r;max_g_r;min_g_c;max_g_c;experiment_duration;execute_duration;g_t_average;injected_translation_average;g_r_average;injected_rotation_from_rotation_gain_average;g_c_average;injected_rotation_from_curvature_gain_average;injected_rotation_average;g_t_change_max;g_c_change_max;g_t_change_average;g_c_change_average;real_position_average;virtual_position_average;distance_to_boundary_average;average_sampling_interval;
2025-05-14_20-50-00;Rectangle;0;VEPath;23;400;S2C;TwoOneTurn;25;75.06329;0.2679544;2.126256;0;16.31782;53.22242;6.966814;6.966814;1;1;0.8;1.49;-0.1333333;0.1333333;55.28266;35.8512128;1;0;0.8262614;0.005076232;0.1369528;0.01222774;0.01587521;0;8.666667;0;0.0237099;(-6.38, 0.27);(47.76, 104.36);4.822324;0.1152039;
